date,country,countryCode,province,city,confirmed,suspected,cured,dead,Days,net_confirmed,provinceCode,cityCode
2019-12-01,中国,CN,,,1,0,0,0,-7.0,1.0,,
2019-12-01,中国,CN,Hubei Province,,1,0,0,0,-7.0,1.0,,
2019-12-01,中国,CN,Hubei Province,Wuhan,1,0,0,0,-7.0,1.0,,
2019-12-02,中国,CN,,,1,0,0,0,-6.0,1.0,,
2019-12-02,中国,CN,Hubei Province,,1,0,0,0,-6.0,1.0,,
2019-12-02,中国,CN,Hubei Province,Wuhan,1,0,0,0,-6.0,1.0,,
2019-12-03,中国,CN,,,1,0,0,0,-5.0,1.0,,
2019-12-03,中国,CN,Hubei Province,,1,0,0,0,-5.0,1.0,,
2019-12-03,中国,CN,Hubei Province,Wuhan,1,0,0,0,-5.0,1.0,,
2019-12-04,中国,CN,,,1,0,0,0,-4.0,1.0,,
2019-12-04,中国,CN,Hubei Province,,1,0,0,0,-4.0,1.0,,
2019-12-04,中国,CN,Hubei Province,Wuhan,1,0,0,0,-4.0,1.0,,
2019-12-05,中国,CN,,,1,0,0,0,-3.0,1.0,,
2019-12-05,中国,CN,Hubei Province,,1,0,0,0,-3.0,1.0,,
2019-12-05,中国,CN,Hubei Province,Wuhan,1,0,0,0,-3.0,1.0,,
2019-12-06,中国,CN,,,1,0,0,0,-2.0,1.0,,
2019-12-06,中国,CN,Hubei Province,,1,0,0,0,-2.0,1.0,,
2019-12-06,中国,CN,Hubei Province,Wuhan,1,0,0,0,-2.0,1.0,,
2019-12-07,中国,CN,,,1,0,0,0,-1.0,1.0,,
2019-12-07,中国,CN,Hubei Province,,1,0,0,0,-1.0,1.0,,
2019-12-07,中国,CN,Hubei Province,Wuhan,1,0,0,0,-1.0,1.0,,
2019-12-08,中国,CN,,,1,0,0,0,0.0,1.0,,
2019-12-08,中国,CN,Hubei Province,,1,0,0,0,0.0,1.0,,
2019-12-08,中国,CN,Hubei Province,Wuhan,1,0,0,0,0.0,1.0,,
2019-12-09,中国,CN,,,1,0,0,0,1.0,1.0,,
2019-12-09,中国,CN,Hubei Province,,1,0,0,0,1.0,1.0,,
2019-12-09,中国,CN,Hubei Province,Wuhan,1,0,0,0,1.0,1.0,,
2019-12-10,中国,CN,,,1,0,0,0,2.0,1.0,,
2019-12-10,中国,CN,Hubei Province,,1,0,0,0,2.0,1.0,,
2019-12-10,中国,CN,Hubei Province,Wuhan,1,0,0,0,2.0,1.0,,
2019-12-11,中国,CN,,,4,0,0,0,3.0,4.0,,
2019-12-11,中国,CN,Hubei Province,,4,0,0,0,3.0,4.0,,
2019-12-11,中国,CN,Hubei Province,Wuhan,4,0,0,0,3.0,4.0,,
2019-12-12,中国,CN,,,4,0,0,0,4.0,4.0,,
2019-12-12,中国,CN,Hubei Province,,4,0,0,0,4.0,4.0,,
2019-12-12,中国,CN,Hubei Province,Wuhan,4,0,0,0,4.0,4.0,,
2019-12-13,中国,CN,,,4,0,0,0,5.0,4.0,,
2019-12-13,中国,CN,Hubei Province,,4,0,0,0,5.0,4.0,,
2019-12-13,中国,CN,Hubei Province,Wuhan,4,0,0,0,5.0,4.0,,
2019-12-14,中国,CN,,,4,0,0,0,6.0,4.0,,
2019-12-14,中国,CN,Hubei Province,,4,0,0,0,6.0,4.0,,
2019-12-14,中国,CN,Hubei Province,Wuhan,4,0,0,0,6.0,4.0,,
2019-12-15,中国,CN,,,6,0,0,0,7.0,6.0,,
2019-12-15,中国,CN,Hubei Province,,6,0,0,0,7.0,6.0,,
2019-12-15,中国,CN,Hubei Province,Wuhan,6,0,0,0,7.0,6.0,,
2019-12-16,中国,CN,,,6,0,0,0,8.0,6.0,,
2019-12-16,中国,CN,Hubei Province,,6,0,0,0,8.0,6.0,,
2019-12-16,中国,CN,Hubei Province,Wuhan,6,0,0,0,8.0,6.0,,
2019-12-17,中国,CN,,,7,0,0,0,9.0,7.0,,
2019-12-17,中国,CN,Hubei Province,,7,0,0,0,9.0,7.0,,
2019-12-17,中国,CN,Hubei Province,Wuhan,7,0,0,0,9.0,7.0,,
2019-12-18,中国,CN,,,8,0,0,0,10.0,8.0,,
2019-12-18,中国,CN,Hubei Province,,8,0,0,0,10.0,8.0,,
2019-12-18,中国,CN,Hubei Province,Wuhan,8,0,0,0,10.0,8.0,,
2019-12-19,中国,CN,,,9,0,0,0,11.0,9.0,,
2019-12-19,中国,CN,Hubei Province,,9,0,0,0,11.0,9.0,,
2019-12-19,中国,CN,Hubei Province,Wuhan,9,0,0,0,11.0,9.0,,
2019-12-20,中国,CN,,,14,0,0,0,12.0,14.0,,
2019-12-20,中国,CN,Hubei Province,,14,0,0,0,12.0,14.0,,
2019-12-20,中国,CN,Hubei Province,Wuhan,14,0,0,0,12.0,14.0,,
2019-12-21,中国,CN,,,18,0,0,0,13.0,18.0,,
2019-12-21,中国,CN,Hubei Province,,18,0,0,0,13.0,18.0,,
2019-12-21,中国,CN,Hubei Province,Wuhan,18,0,0,0,13.0,18.0,,
2019-12-22,中国,CN,,,21,0,0,0,14.0,21.0,,
2019-12-22,中国,CN,Hubei Province,,21,0,0,0,14.0,21.0,,
2019-12-22,中国,CN,Hubei Province,Wuhan,21,0,0,0,14.0,21.0,,
2019-12-23,中国,CN,,,29,0,0,0,15.0,29.0,,
2019-12-23,中国,CN,Hubei Province,,29,0,0,0,15.0,29.0,,
2019-12-23,中国,CN,Hubei Province,Wuhan,29,0,0,0,15.0,29.0,,
2019-12-24,中国,CN,,,30,0,0,0,16.0,30.0,,
2019-12-24,中国,CN,Hubei Province,,30,0,0,0,16.0,30.0,,
2019-12-24,中国,CN,Hubei Province,Wuhan,30,0,0,0,16.0,30.0,,
2019-12-25,中国,CN,,,33,0,0,0,17.0,33.0,,
2019-12-25,中国,CN,Hubei Province,,33,0,0,0,17.0,33.0,,
2019-12-25,中国,CN,Hubei Province,Wuhan,33,0,0,0,17.0,33.0,,
2019-12-26,中国,CN,,,35,0,0,0,18.0,35.0,,
2019-12-26,中国,CN,Hubei Province,,35,0,0,0,18.0,35.0,,
2019-12-26,中国,CN,Hubei Province,Wuhan,35,0,0,0,18.0,35.0,,
2019-12-27,中国,CN,,,37,0,0,0,19.0,37.0,,
2019-12-27,中国,CN,Hubei Province,,37,0,0,0,19.0,37.0,,
2019-12-27,中国,CN,Hubei Province,Wuhan,37,0,0,0,19.0,37.0,,
2019-12-28,中国,CN,,,37,0,0,0,20.0,37.0,,
2019-12-28,中国,CN,Hubei Province,,37,0,0,0,20.0,37.0,,
2019-12-28,中国,CN,Hubei Province,Wuhan,37,0,0,0,20.0,37.0,,
2019-12-29,中国,CN,,,37,0,0,0,21.0,37.0,,
2019-12-29,中国,CN,Hubei Province,,37,0,0,0,21.0,37.0,,
2019-12-29,中国,CN,Hubei Province,Wuhan,37,0,0,0,21.0,37.0,,
2019-12-30,中国,CN,,,37,0,0,0,22.0,37.0,,
2019-12-30,中国,CN,Hubei Province,,37,0,0,0,22.0,37.0,,
2019-12-30,中国,CN,Hubei Province,Wuhan,37,0,0,0,22.0,37.0,,
2019-12-31,中国,CN,,,40,0,0,0,23.0,40.0,,
2019-12-31,中国,CN,Hubei Province,,40,0,0,0,23.0,40.0,,
2019-12-31,中国,CN,Hubei Province,Wuhan,40,0,0,0,23.0,40.0,,
2020-01-01,中国,CN,,,43,0,0,0,24.0,43.0,,
2020-01-01,中国,CN,Hubei Province,,43,0,0,0,24.0,43.0,,
2020-01-01,中国,CN,Hubei Province,Wuhan,43,0,0,0,24.0,43.0,,
2020-01-02,中国,CN,,,44,0,0,0,25.0,44.0,,
2020-01-02,中国,CN,Hubei Province,,44,0,0,0,25.0,44.0,,
2020-01-02,中国,CN,Hubei Province,Wuhan,44,0,0,0,25.0,44.0,,
2020-01-03,中国,CN,,,41,0,0,0,26.0,41.0,,
2020-01-03,中国,CN,Hubei Province,,41,0,0,0,26.0,41.0,,
2020-01-03,中国,CN,Hubei Province,Wuhan,41,0,0,0,26.0,41.0,,
2020-01-04,中国,CN,,,41,0,0,0,27.0,41.0,,
2020-01-04,中国,CN,Hubei Province,,41,0,0,0,27.0,41.0,,
2020-01-04,中国,CN,Hubei Province,Wuhan,41,0,0,0,27.0,41.0,,
2020-01-05,中国,CN,,,41,0,0,0,28.0,41.0,,
2020-01-05,中国,CN,Hubei Province,,41,0,0,0,28.0,41.0,,
2020-01-05,中国,CN,Hubei Province,Wuhan,41,0,0,0,28.0,41.0,,
2020-01-06,中国,CN,,,41,0,0,0,29.0,41.0,,
2020-01-06,中国,CN,Hubei Province,,41,0,0,0,29.0,41.0,,
2020-01-06,中国,CN,Hubei Province,Wuhan,41,0,0,0,29.0,41.0,,
2020-01-07,中国,CN,,,41,0,0,0,30.0,41.0,,
2020-01-07,中国,CN,Hubei Province,,41,0,0,0,30.0,41.0,,
2020-01-07,中国,CN,Hubei Province,Wuhan,41,0,0,0,30.0,41.0,,
2020-01-08,中国,CN,,,41,0,0,0,31.0,41.0,,
2020-01-08,中国,CN,Hubei Province,,41,0,0,0,31.0,41.0,,
2020-01-08,中国,CN,Hubei Province,Wuhan,41,0,0,0,31.0,41.0,,
2020-01-09,中国,CN,,,41,0,0,0,32.0,41.0,,
2020-01-09,中国,CN,Hubei Province,,41,0,0,0,32.0,41.0,,
2020-01-09,中国,CN,Hubei Province,Wuhan,41,0,0,0,32.0,41.0,,
2020-01-10,中国,CN,,,41,0,2,1,33.0,38.0,,
2020-01-10,中国,CN,Hubei Province,,41,0,2,1,33.0,38.0,,
2020-01-10,中国,CN,Hubei Province,Wuhan,41,0,2,1,33.0,38.0,,
2020-01-11,中国,CN,,,41,0,6,1,34.0,34.0,,
2020-01-11,中国,CN,Hubei Province,,41,0,6,1,34.0,34.0,,
2020-01-11,中国,CN,Hubei Province,Wuhan,41,0,6,1,34.0,34.0,,
2020-01-12,中国,CN,,,41,0,7,1,35.0,33.0,,
2020-01-12,中国,CN,Hubei Province,,41,0,7,1,35.0,33.0,,
2020-01-12,中国,CN,Hubei Province,Wuhan,41,0,7,1,35.0,33.0,,
2020-01-13,中国,CN,,,41,0,7,1,36.0,33.0,,
2020-01-13,中国,CN,Hubei Province,,41,0,7,1,36.0,33.0,,
2020-01-13,中国,CN,Hubei Province,Wuhan,41,0,7,1,36.0,33.0,,
2020-01-14,中国,CN,,,41,0,7,1,37.0,33.0,,
2020-01-14,中国,CN,Hubei Province,,41,0,7,1,37.0,33.0,,
2020-01-14,中国,CN,Hubei Province,Wuhan,41,0,7,1,37.0,33.0,,
2020-01-15,中国,CN,,,41,0,12,2,38.0,27.0,,
2020-01-15,中国,CN,Hubei Province,,41,0,12,2,38.0,27.0,,
2020-01-15,中国,CN,Hubei Province,Wuhan,41,0,12,2,38.0,27.0,,
2020-01-16,中国,CN,,,45,0,15,2,39.0,28.0,,
2020-01-16,中国,CN,Hubei Province,,45,0,15,2,39.0,28.0,,
2020-01-16,中国,CN,Hubei Province,Wuhan,45,0,15,2,39.0,28.0,,
2020-01-16,日本,JP,,,1,0,0,0,39.0,1.0,,
2020-01-16,泰国,TH,,,1,0,0,0,39.0,1.0,,
2020-01-17,中国,CN,,,62,0,19,2,40.0,41.0,,
2020-01-17,中国,CN,Hubei Province,,62,0,19,2,40.0,41.0,,
2020-01-17,中国,CN,Hubei Province,Wuhan,62,0,19,2,40.0,41.0,,
2020-01-18,中国,CN,,,198,0,24,3,41.0,171.0,,
2020-01-18,中国,CN,Hubei Province,,121,0,24,3,41.0,94.0,,
2020-01-18,中国,CN,Hubei Province,Wuhan,121,0,24,3,41.0,94.0,,
2020-01-19,中国,CN,,,275,0,25,4,42.0,246.0,,
2020-01-19,中国,CN,Hubei Province,,198,0,25,3,42.0,170.0,,
2020-01-19,中国,CN,Guangdong Province,,1,0,0,0,42.0,1.0,,
2020-01-19,中国,CN,Guangdong Province,Shenzhen,1,0,0,0,42.0,1.0,,
2020-01-19,中国,CN,Hubei Province,Wuhan,198,0,25,3,42.0,170.0,,
2020-01-20,中国,CN,,,291,54,25,6,43.0,260.0,,
2020-01-20,中国,CN,Beijing,,5,0,0,0,43.0,5.0,,
2020-01-20,中国,CN,Jilin Province,,0,1,0,0,43.0,0.0,,
2020-01-20,中国,CN,Shanghai,,1,0,0,0,43.0,1.0,,
2020-01-20,中国,CN,Zhejiang Province,,0,16,0,0,43.0,0.0,,
2020-01-20,中国,CN,Anhui Province,,0,1,0,0,43.0,0.0,,
2020-01-20,中国,CN,Jiangxi,,0,2,0,0,43.0,0.0,,
2020-01-20,中国,CN,Shandong Province,,0,1,0,0,43.0,0.0,,
2020-01-20,中国,CN,Hubei Province,,270,0,25,6,43.0,239.0,,
2020-01-20,中国,CN,Guangdong Province,,14,7,0,0,43.0,14.0,,
2020-01-20,中国,CN,Guangxi Zhuang Autonomous Region,,0,1,0,0,43.0,0.0,,
2020-01-20,中国,CN,Hainan,,0,1,0,0,43.0,0.0,,
2020-01-20,中国,CN,Sichuan Province,,0,3,0,0,43.0,0.0,,
2020-01-20,中国,CN,Guizhou Province,,0,1,0,0,43.0,0.0,,
2020-01-20,中国,CN,Yunnan Province,,0,1,0,0,43.0,0.0,,
2020-01-20,中国,CN,Ningxia Hui Autonomous Region,,0,1,0,0,43.0,0.0,,
2020-01-20,日本,JP,,,1,0,0,0,43.0,1.0,,
2020-01-20,韩国,KR,,,1,0,0,0,43.0,1.0,,
2020-01-20,泰国,TH,,,2,0,0,0,43.0,2.0,,
2020-01-21,中国,CN,,,440,37,25,9,44.0,406.0,,
2020-01-21,中国,CN,Beijing,,10,0,0,0,44.0,10.0,,
2020-01-21,中国,CN,Tianjin,,2,0,0,0,44.0,2.0,,
2020-01-21,中国,CN,Shanxi Province,,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Jilin Province,,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Heilongjiang Province,,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Shanghai,,6,3,0,0,44.0,6.0,,
2020-01-21,中国,CN,Zhejiang Province,,5,0,0,0,44.0,5.0,,
2020-01-21,中国,CN,Anhui Province,,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Jiangxi,,2,0,0,0,44.0,2.0,,
2020-01-21,中国,CN,Shandong Province,,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Henan Province,,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Hubei Province,,375,0,28,9,44.0,338.0,,
2020-01-21,中国,CN,Hunan Province,,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Guangdong Province,,26,0,0,0,44.0,26.0,,
2020-01-21,中国,CN,Guangxi Zhuang Autonomous Region,,0,2,0,0,44.0,0.0,,
2020-01-21,中国,CN,Hainan,,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Chongqing,,5,0,0,0,44.0,5.0,,
2020-01-21,中国,CN,Sichuan Province,,2,5,0,0,44.0,2.0,,
2020-01-21,中国,CN,Guizhou Province,,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Yunnan Province,,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Ningxia Hui Autonomous Region,,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Guangdong Province,Canton,2,0,0,0,44.0,2.0,,
2020-01-21,中国,CN,Hunan Province,Changsha,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Sichuan Province,Chengdu,1,3,0,0,44.0,1.0,,
2020-01-21,中国,CN,Guangdong Province,Foshan,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Jiangxi,Fuzhou,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Sichuan Province,Guang'an,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Guizhou Province,Guiyang,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Zhejiang Province,Hangzhou,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Anhui Province,Hefei,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Guangdong Province,Huizhou,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Sichuan Province,Mianyang,0,2,0,0,44.0,0.0,,
2020-01-21,中国,CN,Heilongjiang Province,Mudanjiang,0,1,0,0,44.0,0.0,,
2020-01-21,中国,CN,Jiangxi,Pingxiang,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Shandong Province,Qingdao,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Guangdong Province,Shaoguan,2,0,0,0,44.0,2.0,,
2020-01-21,中国,CN,Guangdong Province,Shenzhen,14,0,0,0,44.0,14.0,,
2020-01-21,中国,CN,Zhejiang Province,Taizhou,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Zhejiang Province,Wenzhou,2,0,0,0,44.0,2.0,,
2020-01-21,中国,CN,Guangdong Province,Zhanjiang,2,0,0,0,44.0,2.0,,
2020-01-21,中国,CN,Henan Province,Zhengzhou,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Zhejiang Province,Zhoushan,1,0,0,0,44.0,1.0,,
2020-01-21,中国,CN,Guangdong Province,Zhuhai,4,0,0,0,44.0,4.0,,
2020-01-21,日本,JP,,,1,0,0,0,44.0,1.0,,
2020-01-21,韩国,KR,,,1,0,0,0,44.0,1.0,,
2020-01-21,泰国,TH,,,3,0,0,0,44.0,3.0,,
2020-01-22,中国,CN,,,571,393,25,17,45.0,529.0,,
2020-01-22,中国,CN,Beijing,,14,0,0,0,45.0,14.0,,
2020-01-22,中国,CN,Tianjin,,4,0,0,0,45.0,4.0,,
2020-01-22,中国,CN,Hebei Province,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Shanxi Province,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Liaoning Province,,2,0,0,0,45.0,2.0,,
2020-01-22,中国,CN,Jilin Province,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Heilongjiang Province,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Shanghai,,16,22,0,0,45.0,16.0,,
2020-01-22,中国,CN,Jiangsu Province,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Zhejiang Province,,10,0,0,0,45.0,10.0,,
2020-01-22,中国,CN,Anhui Province,,1,4,0,0,45.0,1.0,,
2020-01-22,中国,CN,Fujian Province,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Jiangxi,,3,0,0,0,45.0,3.0,,
2020-01-22,中国,CN,Shandong Province,,6,0,0,0,45.0,6.0,,
2020-01-22,中国,CN,Henan Province,,5,0,0,0,45.0,5.0,,
2020-01-22,中国,CN,Hubei Province,,444,0,28,17,45.0,399.0,,
2020-01-22,中国,CN,Hunan Province,,4,0,0,0,45.0,4.0,,
2020-01-22,中国,CN,Guangdong Province,,32,0,0,0,45.0,32.0,,
2020-01-22,中国,CN,Guangxi Zhuang Autonomous Region,,2,1,0,0,45.0,2.0,,
2020-01-22,中国,CN,Hainan,,5,32,0,0,45.0,5.0,,
2020-01-22,中国,CN,Chongqing,,9,0,0,0,45.0,9.0,,
2020-01-22,中国,CN,Sichuan Province,,5,2,0,0,45.0,5.0,,
2020-01-22,中国,CN,Guizhou Province,,3,0,0,0,45.0,3.0,,
2020-01-22,中国,CN,Shaanxi Province,,4,0,0,0,45.0,4.0,,
2020-01-22,中国,CN,Ningxia Hui Autonomous Region,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Taiwan,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Hongkong,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Macao,,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Guangdong Province,Canton,5,0,0,0,45.0,5.0,,
2020-01-22,中国,CN,Jilin Province,Changchun,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Hunan Province,Changsha,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Sichuan Province,Chengdu,2,2,0,0,45.0,2.0,,
2020-01-22,中国,CN,Liaoning Province,Dalian,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Hainan,Danzhou,0,3,0,0,45.0,0.0,,
2020-01-22,中国,CN,Hainan,East,0,1,0,0,45.0,0.0,,
2020-01-22,中国,CN,Guangdong Province,Foshan,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Fujian Province,Fuzhou,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Jiangxi,Fuzhou,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Henan Province,Gongyi,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Sichuan Province,Guang'an,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Guizhou Province,Guiyang,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Zhejiang Province,Hangzhou,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Anhui Province,Hefei,1,3,0,0,45.0,1.0,,
2020-01-22,中国,CN,Hunan Province,Huaihua,3,0,0,0,45.0,3.0,,
2020-01-22,中国,CN,Guangdong Province,Huizhou,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Shandong Province,Linyi,2,0,0,0,45.0,2.0,,
2020-01-22,中国,CN,Guangxi Zhuang Autonomous Region,Liuzhou,0,1,0,0,45.0,0.0,,
2020-01-22,中国,CN,Anhui Province,Lu'an,0,1,0,0,45.0,0.0,,
2020-01-22,中国,CN,Henan Province,Luoyang,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Sichuan Province,Mianyang,2,0,0,0,45.0,2.0,,
2020-01-22,中国,CN,Heilongjiang Province,Mudanjiang,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Jiangxi,Nanchang,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Zhejiang Province,Ningbo,3,0,0,0,45.0,3.0,,
2020-01-22,中国,CN,Guangxi Zhuang Autonomous Region,North Sea,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Jiangxi,Pingxiang,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Shandong Province,Qingdao,3,0,0,0,45.0,3.0,,
2020-01-22,中国,CN,Hainan,Qionghai,0,1,0,0,45.0,0.0,,
2020-01-22,中国,CN,Henan Province,Sanmenxia,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Hainan,Sanya,2,8,0,0,45.0,2.0,,
2020-01-22,中国,CN,Hainan,Seaport,1,10,0,0,45.0,1.0,,
2020-01-22,中国,CN,Guangdong Province,Shaoguan,2,0,0,0,45.0,2.0,,
2020-01-22,中国,CN,Liaoning Province,Shenyang,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Guangdong Province,Shenzhen,15,0,0,0,45.0,15.0,,
2020-01-22,中国,CN,Hebei Province,Shijiazhuang,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Jiangsu Province,Suzhou,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Shanxi Province,Taiyuan,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Zhejiang Province,Taizhou,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Guizhou Province,Tongren,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Hainan,Wanning,1,1,0,0,45.0,1.0,,
2020-01-22,中国,CN,Shandong Province,Weihai,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Hainan,Wenchang,0,1,0,0,45.0,0.0,,
2020-01-22,中国,CN,Zhejiang Province,Wenzhou,4,0,0,0,45.0,4.0,,
2020-01-22,中国,CN,Guangxi Zhuang Autonomous Region,Wuzhou,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Shaanxi Province,Xi'an,2,0,0,0,45.0,2.0,,
2020-01-22,中国,CN,Shaanxi Province,Xianyang,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Shaanxi Province,Yan'an,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Ningxia Hui Autonomous Region,Yinchuan,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Guangdong Province,Zhanjiang,2,0,0,0,45.0,2.0,,
2020-01-22,中国,CN,Guangdong Province,Zhaoqing,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Henan Province,Zhengzhou,2,0,0,0,45.0,2.0,,
2020-01-22,中国,CN,Guangdong Province,Zhongshan,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Zhejiang Province,Zhoushan,1,0,0,0,45.0,1.0,,
2020-01-22,中国,CN,Guangdong Province,Zhuhai,4,0,0,0,45.0,4.0,,
2020-01-22,日本,JP,,,1,0,0,0,45.0,1.0,,
2020-01-22,韩国,KR,,,1,0,0,0,45.0,1.0,,
2020-01-22,泰国,TH,,,3,0,0,0,45.0,3.0,,
2020-01-22,美国,US,,,1,0,0,0,45.0,1.0,,
2020-01-23,中国,CN,,,830,1072,34,25,46.0,771.0,,
2020-01-23,中国,CN,Beijing,,22,0,0,0,46.0,22.0,,
2020-01-23,中国,CN,Tianjin,,5,0,0,0,46.0,5.0,,
2020-01-23,中国,CN,Hebei Province,,2,0,0,1,46.0,1.0,,
2020-01-23,中国,CN,Shanxi Province,,1,0,0,0,46.0,1.0,,
2020-01-23,中国,CN,Inner Mongolia Autonomous Region,,1,2,0,0,46.0,1.0,,
2020-01-23,中国,CN,Liaoning Province,,4,0,0,0,46.0,4.0,,
2020-01-23,中国,CN,Jilin Province,,3,0,0,0,46.0,3.0,,
2020-01-23,中国,CN,Heilongjiang Province,,4,0,0,1,46.0,3.0,,
2020-01-23,中国,CN,Shanghai,,20,34,0,0,46.0,20.0,,
2020-01-23,中国,CN,Jiangsu Province,,9,0,0,0,46.0,9.0,,
2020-01-23,中国,CN,Zhejiang Province,,43,0,1,0,46.0,42.0,,
2020-01-23,中国,CN,Anhui Province,,15,0,0,0,46.0,15.0,,
2020-01-23,中国,CN,Fujian Province,,4,0,0,0,46.0,4.0,,
2020-01-23,中国,CN,Jiangxi,,7,0,0,0,46.0,7.0,,
2020-01-23,中国,CN,Shandong Province,,9,0,0,0,46.0,9.0,,
2020-01-23,中国,CN,Henan Province,,9,0,0,0,46.0,9.0,,
2020-01-23,中国,CN,Hubei Province,,549,0,31,24,46.0,494.0,,
2020-01-23,中国,CN,Hunan Province,,24,0,0,0,46.0,24.0,,
2020-01-23,中国,CN,Guangdong Province,,53,0,2,0,46.0,51.0,,
2020-01-23,中国,CN,Guangxi Zhuang Autonomous Region,,13,0,0,0,46.0,13.0,,
2020-01-23,中国,CN,Hainan,,8,0,0,0,46.0,8.0,,
2020-01-23,中国,CN,Chongqing,,27,0,0,0,46.0,27.0,,
2020-01-23,中国,CN,Sichuan Province,,15,0,0,0,46.0,15.0,,
2020-01-23,中国,CN,Guizhou Province,,3,0,0,0,46.0,3.0,,
2020-01-23,中国,CN,Yunnan Province,,2,0,0,0,46.0,2.0,,
2020-01-23,中国,CN,Shaanxi Province,,5,0,0,0,46.0,5.0,,
2020-01-23,中国,CN,Gansu province,,2,1,0,0,46.0,2.0,,
2020-01-23,中国,CN,Ningxia Hui Autonomous Region,,2,1,0,0,46.0,2.0,,
2020-01-23,中国,CN,Xinjiang Uygur Autonomous Region,,2,0,0,0,46.0,2.0,,
2020-01-23,中国,CN,Taiwan,,1,0,0,0,46.0,1.0,,
2020-01-23,中国,CN,Hongkong,,2,0,0,0,46.0,2.0,,
2020-01-23,中国,CN,Macao,,2,0,0,0,46.0,2.0,,
2020-01-23,中国,CN,Anhui Province,Anqing,1,0,0,0,46.0,1.0,,
2020-01-23,中国,CN,Guangxi Zhuang Autonomous Region,Baise,1,0,0,0,46.0,1.0,,
2020-01-23,中国,CN,Anhui Province,Bengbu,1,0,0,0,46.0,1.0,,
